census_year,block_id,property_id,base_property_id,building_address,CLUE_small_area,parking_type,parking_spaces,longitude,latitude
2017,83,110757,110142,280-318 William Street MELBOURNE 3000,Melbourne (CBD),Commercial,204,144.95736,-37.81209
2017,87,108566,108566,302-324 Russell Street MELBOURNE 3000,Melbourne (CBD),Residential,145,144.96681,-37.8093
2017,94,108089,108089,346-376 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,146,144.9592,-37.81025
2017,97,588604,108562,68 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Residential,381,144.96647,-37.80824
2017,101,105111,105111,50-64 Jeffcott Street WEST MELBOURNE 3003,West Melbourne (Residential),Residential,178,144.95161,-37.81157
2017,104,104084,104084,151-165 Franklin Street MELBOURNE 3000,Melbourne (CBD),Residential,342,144.95957,-37.80904
2017,104,108088,108088,382-406 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,548,144.95868,-37.80943
2017,105,103302,103302,422-440 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Private,107,144.96101,-37.80863
2017,105,103303,103303,410-420 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Residential,124,144.96116,-37.80895
2017,105,104080,104080,83-93 Franklin Street MELBOURNE 3000,Melbourne (CBD),Residential,144,144.96176,-37.80817
2017,113,110685,108118,391 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,820,144.95695,-37.80762
2017,115,103293,103293,496-504 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Residential,156,144.96035,-37.8072
2017,115,104101,104101,58-64 Franklin Street MELBOURNE 3000,Melbourne (CBD),Commercial,360,144.96082,-37.80742
2017,115,604779,587480,8 Franklin Street MELBOURNE 3000,Melbourne (CBD),Private,582,144.96209,-37.80729
2017,204,591507,591507,375 Cardigan Street CARLTON 3053,Carlton,Commercial,722,144.96573,-37.79751
2017,206,101688,101683,96 Grattan Street CARLTON 3053,Carlton,Commercial,600,144.96603,-37.79968
2017,245,538825,538825,604-640 Swanston Street CARLTON 3053,Carlton,Residential,445,144.96433,-37.8019
2017,265,109845,109845,110-120 Victoria Street CARLTON 3053,Carlton,Private,265,144.9637,-37.80632
2017,271,102054,102054,65 College Crescent PARKVILLE 3052,Parkville,Private,130,144.95942,-37.79514
2017,274,107697,107696,Royal Parade CARLTON NORTH 3054,Carlton,Private,140,144.96153,-37.78498
2018,571,103389,103389,276-318 Epsom Road FLEMINGTON 3032,Kensington,Private,2000,144.91158,-37.78218
2017,319,106336,106336,98-166 Macaulay Road NORTH MELBOURNE 3051,North Melbourne,Private,141,144.94203,-37.79716
2018,613,593695,109643,158 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,198,144.98562,-37.81005
2018,613,593697,109643,162 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,125,144.98562,-37.81005
2018,613,594750,109643,201 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,118,144.98562,-37.81005
2018,614,104535,104535,94-106 Grey Street EAST MELBOURNE 3002,East Melbourne,Commercial,450,144.98515,-37.81143
2018,615,102007,102007,126-158 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Private,152,144.9841,-37.81228
2018,615,102007,102007,126-158 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Residential,112,144.9841,-37.81228
2018,620,109652,109652,298-336 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Commercial,350,144.98225,-37.80946
2018,651,557129,101779,10 St Andrews Place EAST MELBOURNE 3002,East Melbourne,Private,146,144.9774,-37.81152
2018,651,565541,101779,2 St Andrews Place EAST MELBOURNE 3002,East Melbourne,Private,118,144.9774,-37.81152
2018,659,100847,100847,200 Batman Avenue MELBOURNE 3004,Melbourne (Remainder),Private,273,144.97904,-37.82134
2018,660,109256,109256,2-100 Olympic Boulevard MELBOURNE 3004,Melbourne (Remainder),Private,347,144.98246,-37.82485
2018,720,108626,108626,409-413 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,126,144.9769,-37.83736
2018,720,108629,108629,427-431 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,126,144.97706,-37.83853
2018,724,108649,108649,549-551 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,250,144.98028,-37.84659
2018,724,632373,632373,555-563 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,333,144.98057,-37.84731
2018,729,110347,110347,81-89 Whiteman Street SOUTHBANK 3006,Southbank,Residential,225,144.95603,-37.82697
2018,729,110476,110476,72-80 Haig Street SOUTHBANK 3006,Southbank,Commercial,200,144.95565,-37.82793
2018,734,110372,110372,43-47 Clarke Street SOUTHBANK 3006,Southbank,Residential,269,144.95949,-37.82685
2018,742,110425,110425,6-10 Wells Street SOUTHBANK 3006,Southbank,Residential,181,144.96855,-37.82617
2018,742,110426,110426,90-104 Wells Street SOUTHBANK 3006,Southbank,Residential,163,144.96798,-37.82792
2018,747,627248,627248,63-75 Coventry Street SOUTHBANK 3006,Southbank,Residential,157,144.96796,-37.82998
2018,748,110435,110435,18-24 Dorcas Street SOUTHBANK 3006,Southbank,Residential,321,144.96957,-37.83002
2018,748,110456,110456,35-47 Coventry Street SOUTHBANK 3006,Southbank,Residential,224,144.96939,-37.82957
2018,752,110736,110736,130-200 St Kilda Road SOUTHBANK 3006,Southbank,Commercial,850,144.96863,-37.82274
2018,753,110379,110380,40 City Road SOUTHBANK 3006,Southbank,Private,257,144.9663,-37.82072
2018,759,108632,108632,439-445 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,343,144.97768,-37.83949
2018,759,108635,108635,459-465 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,108,144.97815,-37.8408
2018,760,108643,108643,505-507 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,204,144.97922,-37.84371
2018,772,110528,110528,69-79 Lorimer Street DOCKLANDS 3008,Docklands,Private,202,144.94269,-37.82497
2018,773,560266,560266,58-70 Lorimer Street DOCKLANDS 3008,Docklands,Residential,356,144.94629,-37.82485
2018,773,577280,577280,72-82 Lorimer Street DOCKLANDS 3008,Docklands,Residential,140,144.94497,-37.82471
2018,778,564808,564808,329-349 Ingles Street PORT MELBOURNE 3207,Port Melbourne,Private,229,144.9347,-37.82496
2018,779,110547,110547,50-80 Turner Street PORT MELBOURNE 3207,Port Melbourne,Private,206,144.92541,-37.82455
2018,781,110596,110596,272-310 Salmon Street PORT MELBOURNE 3207,Port Melbourne,Private,691,144.92172,-37.82182
2018,782,110519,110519,768-798 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,220,144.92887,-37.82258
2018,784,600460,110597,10 Central Boulevard PORT MELBOURNE 3207,Port Melbourne,Private,118,144.91884,-37.82228
2018,786,110508,110508,502-550 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,600,144.91314,-37.82394
2018,786,110589,110589,173-187 Salmon Street PORT MELBOURNE 3207,Port Melbourne,Private,240,144.92087,-37.82606
2018,789,110577,110577,127-169 Todd Road PORT MELBOURNE 3207,Port Melbourne,Private,260,144.91016,-37.8282
2018,790,570827,570827,294-308 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,220,144.90733,-37.82542
2018,794,110495,110495,46-48 Kooringa Way PORT MELBOURNE 3207,Port Melbourne,Private,235,144.89979,-37.83558
2018,794,657211,657211,50-90 Kooringa Way PORT MELBOURNE 3207,Port Melbourne,Private,217,144.90388,-37.83578
2018,795,110598,110598,68-80 Webb Dock Drive PORT MELBOURNE 3207,Port Melbourne,Private,168,144.91375,-37.83881
2018,795,110599,110599,106-132 Webb Dock Drive PORT MELBOURNE 3207,Port Melbourne,Private,120,144.90851,-37.83974
2018,801,110325,110325,2 Riverside Quay SOUTHBANK 3006,Southbank,Commercial,575,144.96329,-37.82132
2018,801,110333,110333,12 Riverside Quay SOUTHBANK 3006,Southbank,Private,204,144.96475,-37.8207
2018,802,108045,108045,31-49 Queens Bridge Street SOUTHBANK 3006,Southbank,Residential,440,144.96139,-37.82293
2018,802,110384,110384,102-156 City Road SOUTHBANK 3006,Southbank,Private,182,144.96295,-37.82289
2018,802,613006,613006,28 Freshwater Place SOUTHBANK 3006,Southbank,Commercial,247,144.96229,-37.82267
2018,804,110527,110484,15 Convention Centre Place SOUTH WHARF 3006,Southbank,Commercial,1150,144.95232,-37.82543
2018,806,110469,640947,25-29 Clarke Street SOUTHBANK 3006,Southbank,Commercial,3100,144.95844,-37.8254
2018,811,110364,110364,141-155 City Road SOUTHBANK 3006,Southbank,Residential,464,144.96325,-37.82376
2018,812,110413,110413,8-10 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,235,144.96656,-37.82242
2017,503,109449,109449,50-60 Lloyd Street KENSINGTON 3031,Kensington,Private,190,144.9299,-37.7996
2018,870,102178,102178,23-99 Commercial Road MELBOURNE 3004,Melbourne (Remainder),Commercial,1729,144.98282,-37.84657
2018,904,108506,108506,381-405 Royal Parade PARKVILLE 3052,Parkville,Private,112,144.95868,-37.78398
2021,366,676735,102201,5 Courtney Street NORTH MELBOURNE VIC 3051,North Melbourne,Residential,138,144.95493,-37.80317
2017,571,103389,103389,276-318 Epsom Road FLEMINGTON 3032,Kensington,Private,2000,144.91158,-37.78218
2017,571,602256,602256,320-386 Epsom Road FLEMINGTON 3031,Kensington,Private,371,144.91512,-37.78227
2021,440,102960,102960,104-128 Dudley Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Residential,154,144.95127,-37.80925
2021,440,108411,108411,109-133 Rosslyn Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Residential,163,144.95065,-37.80906
2013,1102,588807,588807,208-240 Harbour Esplanade DOCKLANDS 3008,Docklands,Private,158,144.94513,-37.81316
2013,1102,609314,609314,194-206 Harbour Esplanade DOCKLANDS 3008,Docklands,Private,125,144.94494,-37.81399
2013,1103,589575,589575,150-170 Harbour Esplanade DOCKLANDS 3008,Docklands,Private,144,144.94594,-37.81581
2013,1104,598658,576023,2-24 Waterview Walk DOCKLANDS 3008,Docklands,Commercial,113,144.94799,-37.81938
2013,1105,578095,578095,694-704 Collins Street DOCKLANDS 3008,Docklands,Commercial,265,144.95086,-37.81949
2013,1105,578096,578096,715-727 Bourke Street DOCKLANDS 3008,Docklands,Commercial,300,144.95025,-37.81866
2013,1108,106983,106983,839 Collins Street DOCKLANDS 3008,Docklands,Commercial,420,144.93939,-37.82045
2013,1108,611367,611367,791-847 Collins Street DOCKLANDS 3008,Docklands,Private,400,144.9457,-37.82206
2013,1108,613252,613252,790-814 Collins Street DOCKLANDS 3008,Docklands,Private,223,144.94583,-37.82104
2013,1108,632511,632511,847-869 Bourke Street DOCKLANDS 3008,Docklands,Private,156,144.94232,-37.8206
2013,1109,560004,560004,24-42 Newquay Promenade DOCKLANDS 3008,Docklands,Residential,200,144.94217,-37.81436
2013,1109,627658,627658,353-369 Docklands Drive DOCKLANDS 3008,Docklands,Residential,348,144.94219,-37.81343
2013,1110,620308,593737,432-446 Docklands Drive DOCKLANDS 3008,Docklands,Residential,163,144.93785,-37.81338
2013,1110,620312,593737,23-37 Star Crescent DOCKLANDS 3008,Docklands,Commercial,718,144.93785,-37.81338
2013,1110,608355,608355,364-378 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,144,144.94187,-37.81286
2013,1110,618853,618853,396-416 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,286,144.94005,-37.81333
2013,2383,616843,616843,87-105 Racecourse Road NORTH MELBOURNE 3051,North Melbourne,Private,226,144.93888,-37.78982
2014,1,611394,611394,545-557 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,196,144.95651,-37.82098
2014,6,578328,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Commercial,450,144.96994,-37.81778
2014,12,110091,110091,15-33 William Street MELBOURNE 3000,Melbourne (CBD),Commercial,300,144.9592,-37.81929
2014,13,108060,108060,19-35 Queen Street MELBOURNE 3000,Melbourne (CBD),Private,172,144.96178,-37.81823
2014,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Commercial,461,144.96306,-37.81815
2014,14,104007,104007,300-316 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,574,144.964,-37.81806
2014,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,1077,144.96856,-37.8166
2014,18,108975,108975,1-9 Spring Street MELBOURNE 3000,Melbourne (CBD),Private,300,144.97379,-37.81499
2014,18,108977,108977,25-31 Spring Street MELBOURNE 3000,Melbourne (CBD),Residential,111,144.9741,-37.81455
2014,21,102106,102106,589-605 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,154,144.95521,-37.81937
2014,21,103960,103960,522-552 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Commercial,1001,144.95592,-37.81943
2014,22,102104,102104,505-535 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,612,144.95747,-37.81866
2014,22,102101,110661,459 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,100,144.95892,-37.81817
2014,24,102089,102089,327-343 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,169,144.96327,-37.81705
2014,24,102089,102089,327-343 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,256,144.96327,-37.81705
2014,24,102092,102092,359-373 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,265,144.96244,-37.81728
2014,26,109418,109418,199-209 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,348,,
2014,28,102063,102060,45 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,552,144.97263,-37.81431
2014,33,102124,102124,430-442 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,100,144.95976,-37.81703
2014,37,102155,102155,106-120 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,327,144.96932,-37.814
2014,46,105963,105963,196-212 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,109,144.96715,-37.8139
2014,47,625840,103597,111-129 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,549,144.97011,-37.81281
2014,48,105969,105969,34-60 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,932,144.97196,-37.81237
2014,51,101170,101170,624-634 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,125,144.9548,-37.81597
2014,52,101173,101173,562-574 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,513,144.95676,-37.81551
2014,53,101176,101176,494-512 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,342,144.95877,-37.81494
2014,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,150,144.9706,-37.81122
2014,61,105718,105718,617-649 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Residential,296,144.95363,-37.81541
2014,65,103312,103312,222-260 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Commercial,205,144.96289,-37.8127
2014,66,105693,105693,217-231 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,390,144.96587,-37.8118
2014,73,559301,559301,458-468 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,294,144.95835,-37.81306
2014,76,587670,105749,180 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Private,132,144.96573,-37.81068
2014,77,103607,103607,265-273 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Residential,330,144.96883,-37.80968
2014,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,341,144.96998,-37.80942
2014,81,561698,105462,550 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Private,400,144.9527,-37.81331
2014,81,108960,108960,284-302 Spencer Street MELBOURNE 3000,Melbourne (CBD),Private,107,144.95205,-37.81371
2014,83,105456,105456,299-319 Queen Street MELBOURNE 3000,Melbourne (CBD),Residential,140,144.95866,-37.81145
2014,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Commercial,722,144.96284,-37.8109
2014,101,573825,573825,33-43 Batman Street WEST MELBOURNE 3003,West Melbourne (Residential),Residential,103,144.9519,-37.81102
2014,104,108088,108088,382-406 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,548,144.95868,-37.80943
2014,105,104080,104080,83-93 Franklin Street MELBOURNE 3000,Melbourne (CBD),Residential,144,144.96176,-37.80817
2014,115,604779,587480,8 Franklin Street MELBOURNE 3000,Melbourne (CBD),Private,546,144.96209,-37.80729
2014,115,624495,624495,23-39 Therry Street MELBOURNE 3000,Melbourne (CBD),Private,157,144.96103,-37.8071
2014,131,103979,103979,671-701 Flinders Street DOCKLANDS 3005,Docklands,Commercial,699,144.95217,-37.82233
2014,207,109553,109553,6-30 Tyne Street CARLTON 3053,Carlton,Commercial,215,144.96669,-37.79767
2014,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Commercial,154,144.96815,-37.79804
2014,233,107153,107153,111-149 Nicholson Street CARLTON 3053,Carlton,Private,200,144.97444,-37.79731
2014,242,101255,101255,197-235 Bouverie Street CARLTON 3053,Carlton,Private,119,144.96162,-37.80104
2021,570,613981,103390,"Block A-C, 400 Epsom Road FLEMINGTON VIC 3031",Kensington,Private,256,144.91682,-37.78431
2014,245,538825,538825,604-640 Swanston Street CARLTON 3053,Carlton,Residential,445,144.96433,-37.8019
2014,247,106237,106237,204-218 Lygon Street CARLTON 3053,Carlton,Commercial,408,144.96714,-37.80219
2014,250,623345,108266,11 Nicholson Street CARLTON 3053,Carlton,Commercial,848,144.97163,-37.80397
2014,251,107539,107539,15-31 Pelham Street CARLTON 3053,Carlton,Commercial,170,144.96863,-37.80358
2021,613,109645,109645,388-410 Victoria Parade EAST MELBOURNE VIC 3002,East Melbourne,Residential,254,144.98484,-37.80996
2021,614,102005,102005,Epworth Freemasons Hospital 99-129 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Private,340,144.98419,-37.81107
2021,615,102007,102007,126-158 Clarendon Street EAST MELBOURNE VIC 3002,East Melbourne,Private,152,144.9841,-37.81228
2021,620,704479,109653,280 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,281,144.98173,-37.80963
2021,644,109669,109669,68-90 Victoria Parade EAST MELBOURNE VIC 3002,East Melbourne,Commercial,500,144.97429,-37.80856
2021,649,110742,108974,Parliament House Parliament of Victoria 160 Spring Street EAST MELBOURNE VIC 3002,East Melbourne,Private,172,144.97416,-37.81086
2019,57,101219,101219,100-116 Bourke Street MELBOURNE 3000,Melbourne (CBD),Residential,215,144.96976,-37.81173
2019,57,101219,101219,100-116 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,418,144.96976,-37.81173
2019,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,150,144.9706,-37.81122
2019,61,674546,105718,21-39 Rose Lane MELBOURNE 3000,Melbourne (CBD),Residential,246,144.95361,-37.81542
2019,62,105862,105862,542-546 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,373,144.9564,-37.8148
2019,65,103312,103312,222-260 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Commercial,205,144.96289,-37.8127
2019,67,108582,108582,210-222 Russell Street MELBOURNE 3000,Melbourne (CBD),Commercial,445,144.96796,-37.81134
2019,71,105719,105719,612-620 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Residential,389,144.95392,-37.81424
2019,71,106028,106028,593-611 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Residential,324,144.95383,-37.81381
2019,76,587736,105749,22-24 Jane Bell Lane MELBOURNE 3000,Melbourne (CBD),Residential,114,144.96573,-37.81068
2019,76,589842,105749,10 Artemis Lane MELBOURNE 3000,Melbourne (CBD),Private,218,144.96573,-37.81068
2019,77,103607,103607,265-273 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Residential,330,144.96883,-37.80968
2019,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,341,144.96998,-37.80942
2019,78,110713,580090,2 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Private,185,144.97141,-37.80904
